Date,Open,High,Low,Close,Volume
2024-05-19,66912.3342,67708.6545,65863.7711,66273.3506,40940.0
2024-05-18,67018.3776,67385.2104,66578.0564,66912.325,33988.0
2024-05-17,65236.6734,67452.7264,65105.3188,67017.5224,59294.0
2024-05-16,66214.7453,66758.9481,64607.9032,65236.3872,67178.0
2024-05-15,61577.3328,66440.1543,61328.0476,66209.9151,87153.0
2024-05-14,62934.3431,63115.4962,61130.6287,61576.2308,63340.0
2024-05-13,61498.9591,63453.4646,60751.396,62934.2224,70928.0
2024-05-12,60826.3029,61878.7114,60610.1702,61490.2835,29317.0
2024-05-11,60802.3553,61515.3131,60486.5603,60826.5971,28114.0
2024-05-10,63072.3025,63467.0431,60186.1972,60800.9437,72310.0
2024-05-09,61191.821,63428.9675,60627.0794,63070.9248,61893.0
2024-05-08,62310.9138,63019.1468,60887.2219,61193.7371,60111.0
2024-05-07,63166.5998,64414.2795,62252.8998,62315.6798,60711.0
2024-05-06,64014.5259,65506.0308,62713.5627,63166.6153,72766.0
2024-05-05,63891.9423,64646.7376,62854.5041,64014.2114,42412.0
2024-05-04,62876.846,64532.6372,62544.0044,63891.7733,51801.0
2024-05-03,59061.666,63329.9079,58810.7346,62878.1121,90399.0
2024-05-02,58356.2418,59628.2233,56929.0739,59061.7217,92809.0
2024-05-01,60673.1856,60844.5941,56554.2867,58356.6396,149967.0
2024-04-30,63865.7182,64732.322,59189.4959,60673.8733,106315.0
2024-04-29,63115.7949,64217.6892,61775.3445,63863.9619,68625.0
2024-04-28,63459.3292,64371.31,62776.6731,63118.9386,39937.0
2024-04-27,63772.2305,63924.5395,62404.4822,63459.7191,44170.0
2024-04-26,64497.9675,64817.8303,63307.1666,63772.443,61111.0
2024-04-25,64293.5843,65292.0388,62819.6132,64497.3706,72316.0
2024-04-24,66414.4694,67074.0683,63605.5158,64288.5004,67903.0
2024-04-23,66816.733,67182.1284,65773.8831,66414.4942,48053.0
2024-04-22,64940.9582,67233.9369,64502.4062,66816.5518,55220.0
2024-04-21,64938.5785,65696.1395,64237.7091,64940.8871,41508.0
2024-04-20,63817.2332,65419.4167,63093.3155,64939.5624,48138.0
2024-04-19,63469.1676,65447.878,59597.0565,63816.7463,117183.0
2024-04-18,61277.1168,64121.1249,60800.6368,63469.808,82118.0
2024-04-17,63793.2794,64501.3355,59683.0995,61277.7439,93371.0
2024-04-16,63419.1999,64377.6777,61595.1575,63793.6615,94860.0
2024-04-15,65659.9111,66861.0128,62272.3419,63420.5831,94642.0
2024-04-14,63922.9396,65840.1808,62131.9039,65661.5571,101446.0
2024-04-13,67114.6603,67933.9154,60489.889,63924.1412,124584.0
2024-04-12,70138.8382,71227.3563,65087.0061,67117.255,91604.0
2024-04-11,70630.0205,71297.5317,69580.4592,70018.866,46572.0
2024-04-10,69150.9308,71171.4434,67591.3778,70631.7837,63148.0
2024-04-09,71622.0005,71758.064,68242.3838,69174.3293,57288.0
2024-04-08,69375.7832,72779.3327,69061.9751,71624.7685,71087.0
2024-04-07,68892.6425,70322.4861,68818.5208,69358.4654,40536.0
2024-04-06,67820.467,69685.5799,67450.6391,68892.7036,41077.0
2024-04-05,68488.3634,68752.8292,65956.4964,67821.1118,65645.0
2024-04-04,65963.296,69309.2004,65067.5641,68488.2049,68131.0
2024-04-03,65462.7142,66903.9389,64486.2328,65963.4629,68147.0
2024-04-02,69650.4858,69676.2527,64562.5344,65469.0037,108805.0
2024-04-01,71279.4887,71288.8504,68134.0106,69650.8687,59930.0
2024-03-31,69582.9748,71368.4655,69561.601,71283.4344,37179.0
2024-03-30,69851.3819,70319.4635,69540.7762,69583.7465,29376.0
2024-03-29,70780.6298,70916.4141,69011.7254,69851.6946,44683.0
2024-03-28,69467.5731,71539.9609,68902.6687,70781.6005,60861.0
2024-03-27,70033.887,71763.7041,68366.4206,69463.3421,86638.0
2024-03-26,69878.548,71556.0226,69312.6951,69987.8609,68715.0
2024-03-25,67207.5292,71143.4108,66384.1832,69877.4304,98335.0
2024-03-24,63992.563,67626.424,63778.5682,67208.0233,62473.0
2024-03-23,63798.5915,65996.7631,63000.3809,63992.1488,56069.0
2024-03-22,65501.2856,66598.1678,62271.3278,63797.0901,83703.0
2024-03-21,67837.476,68237.6948,64551.5048,65515.3369,92596.0
2024-03-20,61935.6928,68098.3691,60775.7129,67837.7449,137590.0
2024-03-19,67605.4656,68118.6954,61556.7096,61938.7141,150168.0
2024-03-18,68393.4815,68957.9063,66558.2415,67607.537,94068.0
2024-03-17,65303.5837,68902.8383,64530.9541,68393.8845,87472.0
2024-03-16,69501.2703,70042.7376,64774.6533,65304.2079,94425.0
2024-03-15,71392.7747,72418.3312,65614.7283,69498.2188,159200.0
2024-03-14,73071.6362,73775.5192,68602.6242,71406.2554,105739.0
2024-03-13,71534.4789,73632.4985,71397.6381,73070.7308,69440.0
2024-03-12,72077.9885,72960.8214,68789.6304,71456.2014,86773.0
2024-03-11,68953.2061,72795.7125,67028.1263,72078.0513,112288.0
2024-03-10,68422.7406,69883.4614,68095.5654,68953.3417,56533.0
2024-03-09,68121.0378,68536.4738,67859.1012,68312.5734,30942.0
2024-03-08,66823.3144,69973.1359,66085.6731,68121.3099,105813.0
2024-03-07,66065.946,67972.3493,65556.0826,66822.8502,82818.0
2024-03-06,63720.3159,67580.1348,62744.3324,66031.3375,134478.0
2024-03-05,68098.1523,68889.435,59006.9663,63724.1824,215679.0
2024-03-04,63113.6195,68483.9556,62284.8583,68239.1058,138345.0
2024-03-03,61983.6953,63237.619,61368.6551,63113.5385,54036.0
2024-03-02,62384.5629,62436.0836,61557.6391,61988.6447,47988.0
2024-03-01,61133.3774,63107.8187,60760.5557,62385.6361,76702.0
2024-02-29,62430.193,63681.621,60380.0542,61133.8694,130303.0
2024-02-28,57032.1951,64010.2623,56691.1139,62431.8863,185189.0
2024-02-27,54739.6627,57586.1069,54646.9288,57032.1812,102071.0
2024-02-26,51728.0085,54898.3475,50903.5264,54473.2964,65748.0
2024-02-25,51566.809,51955.7607,51283.6373,51727.7069,29774.0
2024-02-24,50742.5782,51699.4026,50584.5162,51567.3943,27099.0
2024-02-23,51289.0139,51547.7113,50535.9027,50785.8987,52533.0
2024-02-22,51849.6746,52068.9018,50941.3584,51289.5164,59938.0
2024-02-21,52259.7141,52366.6626,50643.0603,51850.2081,67217.0
2024-02-20,51774.2591,52969.5504,50778.7441,52260.1033,84449.0
2024-02-19,52137.4042,52489.0723,51681.0731,51775.9607,51600.0
2024-02-18,51644.1798,52380.5209,51163.6681,52136.1587,42756.0
2024-02-17,52123.3776,52163.2108,50621.1587,51642.998,52632.0
2024-02-16,51879.0425,52563.6981,51569.2789,52124.5617,71124.0
2024-02-15,51794.1662,52814.2444,51311.2022,51879.7455,95708.0
2024-02-14,49698.4443,52036.1539,49226.6729,51792.7681,101756.0
2024-02-13,49917.7827,50366.9318,48302.2514,49697.5001,98034.0
2024-02-12,48300.1598,50327.7913,47716.4323,49917.9859,104791.0
2024-02-11,47737.2349,48590.0984,47545.2711,48299.0118,60479.0
2024-02-10,47131.6345,48148.9979,46788.1483,47737.7591,49785.0
2024-02-09,45283.5282,48186.4779,45237.6491,47132.7653,135446.0
2024-02-08,44348.6346,45601.9444,44330.1915,45280.842,82868.0
2024-02-07,43097.9739,44392.8661,42786.114,44348.199,67132.0
2024-02-06,42708.6028,43392.2527,42569.8527,43098.6395,51022.0
2024-02-05,42585.4133,43568.244,42258.1934,42709.3287,55932.0
2024-02-04,43010.9734,43118.0997,42227.383,42582.9894,35513.0
2024-02-03,43199.5442,43378.9135,42881.8794,43010.8108,26196.0
2024-02-02,43083.2369,43484.6401,42542.0438,43199.9589,55711.0
2024-02-01,42579.9845,43285.7596,41882.9469,43082.3676,64294.0
2024-01-31,42941.6257,43743.2281,42282.1403,42582.9941,70094.0
2024-01-30,43301.5863,43929.2991,42687.2411,42941.9818,68183.0
2024-01-29,42031.671,43328.8272,41804.6477,43301.6937,56180.0
2024-01-28,42120.294,42840.3983,41621.8248,42030.8884,51488.0
2024-01-27,41822.8354,42197.9083,41396.5725,42119.8105,30906.0
2024-01-26,39957.3895,42245.9997,39822.8885,41822.6944,79817.0
2024-01-25,40084.0497,40299.5615,39550.0127,39955.342,53774.0
2024-01-24,39895.524,40554.2557,39489.7008,40084.121,69513.0
2024-01-23,39567.296,40177.1183,38554.6831,39895.8936,98721.0
2024-01-22,41580.6311,41690.1668,39386.9873,39567.4961,99705.0
2024-01-21,41694.3141,41881.0446,41496.661,41579.5747,25300.0
2024-01-20,41658.5542,41868.2515,41456.5711,41694.9113,33121.0
2024-01-19,41327.7258,42192.7138,40282.5073,41658.5222,84466.0
2024-01-18,42775.4228,42928.4332,40684.2202,41325.4698,78892.0
2024-01-17,43137.872,43196.9903,42205.7194,42775.8831,62473.0
2024-01-16,42511.662,43575.3639,42052.4783,43138.8933,75090.0
2024-01-15,41733.2457,43393.7278,41718.5273,42514.9745,69304.0
2024-01-14,42845.8154,43078.3546,41721.8972,41736.348,49920.0
2024-01-13,42784.9737,43257.7596,42438.9616,42850.0162,63243.0
2024-01-12,46339.6692,46513.974,41481.8902,42783.5078,133783.0
2024-01-11,46653.4491,48960.684,45585.5294,46340.6679,137687.0
2024-01-10,46111.9234,47711.2507,44313.9887,46652.6592,149146.0
2024-01-09,46948.6695,47959.7623,44751.6668,46112.3835,116022.0
2024-01-08,43928.3337,47238.8884,43180.7122,46948.5827,113535.0
2024-01-07,43968.3224,44476.4607,43582.6339,43926.4882,41283.0
2024-01-06,44146.8409,44213.4817,43399.8271,43967.8277,34708.0
2024-01-05,44150.5096,44351.6655,42438.1764,44133.0509,83146.0
2024-01-04,42841.9709,44737.0282,42616.4208,44151.0505,82061.0
2024-01-03,44948.2452,45501.2783,40656.2861,42843.8163,140378.0
2024-01-02,44173.9658,45872.581,44144.4448,44947.6436,105152.0
2024-01-01,42282.7521,44172.6768,42182.4841,44165.8877,48572.0
2023-12-31,42141.0586,42894.1068,41962.8558,42282.0298,44344.0
2023-12-30,42066.964,42609.4242,41521.8682,42141.1971,44271.0
2023-12-29,42565.2669,43109.132,41300.7354,42067.2278,75084.0
2023-12-28,43428.4032,43785.3582,42243.8546,42563.4403,60401.0
2023-12-27,42510.1556,43672.1947,42105.3874,43429.0584,59474.0
2023-12-26,43549.3415,43567.7513,41647.4049,42510.7147,66050.0
2023-12-25,42993.0737,43799.0157,42724.1463,43575.9687,44351.0
2023-12-24,43703.1058,43944.4301,42547.6007,42992.2638,42009.0
2023-12-23,43968.6632,43988.6694,43306.1582,43704.4616,27964.0
2023-12-22,43859.3378,44390.5836,43413.793,43964.6985,55854.0
2023-12-21,43667.5632,44231.3965,43292.5576,43858.2897,60929.0
2023-12-20,42276.0082,44282.8338,42206.5724,43667.0044,84934.0
2023-12-19,42656.9618,43488.3324,41809.4801,42275.6351,74548.0
2023-12-18,41375.054,42755.2117,40550.4451,42657.2177,84921.0
2023-12-17,42277.832,42424.0138,41257.4245,41374.7879,53100.0
2023-12-16,41939.3862,42720.4723,41617.207,42277.5636,43859.0
2023-12-15,43022.0085,43081.3271,41667.9025,41939.8072,60141.0
2023-12-14,42868.2214,43414.4375,41405.3494,43021.7987,75668.0
2023-12-13,41481.1614,43471.5329,40576.2503,42868.3109,79824.0
2023-12-12,41252.9724,42102.1917,40686.8309,41493.421,72880.0
2023-12-11,43747.6008,43766.232,40227.018,41253.6505,125484.0
2023-12-10,43712.5549,44045.3483,43566.4495,43787.4131,34285.0
2023-12-09,44172.1538,44356.2009,43574.6703,43712.4555,46625.0
2023-12-08,43273.0174,44697.0278,43074.7801,44171.4346,72177.0
2023-12-07,43708.7799,44033.6918,42803.3986,43273.7873,81403.0
2023-12-06,43982.696,44227.2127,43271.5096,43712.3576,88005.0
2023-12-05,41951.4312,44406.5368,41318.1024,43999.0762,116028.0
2023-12-04,39956.4179,42380.3463,39949.0137,41956.9691,125605.0
2023-12-03,39403.9417,40188.3118,39237.6218,39931.8091,49269.0
2023-12-02,38662.8714,39677.2596,38611.5136,39406.7672,47557.0
2023-12-01,37721.4024,38971.3976,37614.0606,38667.5138,75830.0
2023-11-30,37836.6794,38112.93,37477.1745,37719.194,47794.0
2023-11-29,37808.1269,38420.1974,37553.6968,37838.4756,61107.0
2023-11-28,37244.9893,38352.0614,36875.0976,37808.9738,69908.0
2023-11-27,37430.4629,37558.1041,36718.169,37245.1002,57146.0
2023-11-26,37750.3772,37787.6651,37139.4652,37431.1087,40992.0
2023-11-25,37667.0674,37829.097,37502.5199,37723.84,26062.0
2023-11-24,37292.0627,38371.4288,37250.2162,37697.316,77619.0
2023-11-23,37395.244,37632.0914,36874.1234,37290.2312,46503.0
2023-11-22,35746.7439,37832.3079,35646.5846,37389.3248,78174.0
2023-11-21,37328.2789,37630.696,35752.5499,35762.9558,82914.0
2023-11-20,37357.2275,37738.6069,36679.4179,37446.2244,56640.0
2023-11-19,36567.4342,37494.4594,36385.9448,37355.773,35733.0
2023-11-18,36612.8063,36843.0066,36185.3304,36566.8836,32040.0
2023-11-17,36170.2956,36791.4273,35864.0925,36612.8833,61826.0
2023-11-16,37856.7494,37925.3625,35506.8824,36164.0021,71749.0
2023-11-15,35551.2947,37964.3647,35363.5248,37855.6623,80204.0
2023-11-14,36460.6393,36743.9135,34816.0654,35551.5989,71284.0
2023-11-13,37063.2083,37407.5124,36332.2752,36461.7346,59035.0
2023-11-12,37128.3878,37254.1059,36751.1678,37062.8819,34011.0
2023-11-11,37258.8863,37396.8377,36656.9786,37129.7883,39309.0
2023-11-10,36702.1191,37507.6116,36327.1104,37282.6433,62562.0
2023-11-09,35623.3849,37972.8422,35554.2485,36685.0204,107206.0
2023-11-08,35395.09,36101.3052,35101.8784,35623.0434,51619.0
2023-11-07,35045.392,35881.0577,34527.1868,35394.249,53603.0
2023-11-06,35012.5978,35276.3506,34714.0585,35045.071,36751.0
2023-11-05,35061.5649,35376.3148,34448.9891,35013.2445,38974.0
2023-11-04,34714.6357,35253.5283,34586.6202,35061.2637,29494.0
2023-11-03,34940.8746,34947.7748,34121.9292,34716.3495,57004.0
2023-11-02,35410.6725,35959.0566,34305.0522,34939.8519,69252.0
2023-11-01,34626.7349,35582.0748,34097.8977,35424.2135,77252.0
2023-10-31,34475.3415,34719.1815,34028.8021,34636.0648,56056.0
2023-10-30,34525.3421,34850.0405,34064.3384,34475.2644,52726.0
2023-10-29,34081.3537,34749.2122,33930.6415,34525.4164,35020.0
2023-10-28,33891.7696,34491.4947,33859.7681,34081.3463,30461.0
2023-10-27,34150.9253,34244.7623,33393.6599,33891.9758,53061.0
2023-10-26,34495.7745,34824.0696,33747.083,34151.2465,62990.0
2023-10-25,33923.9843,35130.4951,33686.0493,34495.6251,86903.0
2023-10-24,33109.3064,35241.0611,32846.0378,33919.9908,158317.0
2023-10-23,29992.0427,34839.5161,29884.6307,33068.246,142699.0
2023-10-22,29909.3638,30251.7,29647.6454,29990.3013,43780.0
2023-10-21,29663.8482,30359.3585,29467.8543,29909.2269,52516.0
2023-10-20,28714.8309,30180.3734,28578.4404,29676.8039,100872.0
2023-10-19,28317.1912,28919.2377,28110.8195,28713.8038,68129.0
2023-10-18,28397.2054,28983.4635,28145.3776,28319.9106,60331.0
2023-10-17,28501.1876,28616.0157,28071.9184,28396.7291,70562.0
2023-10-16,27176.5256,30062.6394,27130.1743,28501.4178,137613.0
2023-10-15,26852.772,27293.3335,26808.8404,27154.0833,32280.0
2023-10-14,26862.2055,26987.7627,26790.0979,26852.9494,22808.0
2023-10-13,26759.648,27125.5118,26685.7097,26862.0486,51882.0
2023-10-12,26875.8174,26945.5454,26555.1656,26759.873,50422.0
2023-10-11,27381.491,27466.9446,26538.1956,26876.159,68356.0
2023-10-10,27590.4506,27734.4281,27299.8971,27392.2577,42659.0
2023-10-09,27917.5514,27987.2309,27260.9586,27590.1284,59340.0
2023-10-08,27955.1385,28091.8808,27688.8815,27917.489,36211.0
2023-10-07,27930.9542,28027.3585,27842.3854,27956.3613,27892.0
2023-10-06,27413.4265,28288.1904,27176.4573,27931.0959,70039.0
2023-10-05,27779.4459,28116.5721,27356.2748,27412.5924,56182.0
2023-10-04,27426.4807,27837.9433,27210.8279,27779.681,56053.0
2023-10-03,27496.5052,27675.268,27166.0142,27425.8486,54457.0
2023-10-02,27992.8295,28579.315,27296.2769,27508.4493,103378.0
2023-10-01,26963.7728,28087.222,26955.335,27991.8337,45904.0
2023-09-30,26907.6429,27094.394,26887.5333,26963.4704,23778.0
2023-09-29,27020.7796,27242.3004,26668.7275,26908.005,52849.0
2023-09-28,26372.9686,27308.9328,26343.2115,27021.7234,75193.0
2023-09-27,26221.0327,26849.18,26111.8591,26372.89,60297.0
2023-09-26,26304.126,26396.397,26091.6144,26220.7406,35515.0
2023-09-25,26247.8243,26446.5385,25992.0932,26304.1207,51264.0
2023-09-24,26576.2696,26737.9229,26122.864,26249.0553,27650.0
2023-09-23,26580.0296,26633.716,26510.5479,26575.7617,15890.0
2023-09-22,26568.1076,26766.7901,26467.5076,26579.8812,33406.0
2023-09-21,27124.3175,27159.6654,26377.7194,26568.1858,57760.0
2023-09-20,27209.8082,27388.8226,26800.2332,27124.3286,60205.0
2023-09-19,26771.4407,27483.773,26675.7557,27208.9242,60632.0
2023-09-18,26527.4955,27404.6084,26379.1184,26762.4477,69946.0
2023-09-17,26559.8764,26621.8745,26398.8445,26527.349,20502.0
2023-09-16,26601.6882,26775.4642,26445.5513,26559.6095,23168.0
2023-09-15,26523.5706,26886.2519,26224.0433,26601.1058,44050.0
2023-09-14,26221.61,26860.8375,26126.8271,26523.422,62364.0
2023-09-13,25839.8195,26405.6392,25764.1522,26221.3888,55439.0
2023-09-12,25163.7227,26560.8896,25132.8683,25839.8877,96297.0
2023-09-11,25842.4311,25900.8416,24902.4237,25163.8789,71800.0
2023-09-10,25901.7649,26031.9981,25571.8539,25842.3688,32257.0
2023-09-09,25909.91,25944.8278,25798.8452,25901.6225,18139.0
2023-09-08,26255.2009,26444.7679,25648.7217,25909.7644,49010.0
2023-09-07,25760.4253,26441.2116,25617.0585,26254.3674,49497.0
2023-09-06,25792.0589,26040.1975,25373.9949,25760.4288,52093.0
2023-09-05,25825.4882,25910.2148,25564.247,25791.9656,36569.0
2023-09-04,25971.7561,26105.2024,25632.7711,25825.5779,43619.0
2023-09-03,25869.728,26132.4459,25800.8775,25971.1873,49337.0
2023-09-02,25805.7518,25986.1913,25753.8672,25869.4226,44833.0
2023-09-01,25940.0733,26158.241,25335.3634,25805.6078,100368.0
2023-08-31,27299.9272,27582.1763,25655.2377,25940.2054,112277.0
2023-08-30,27717.6827,27766.5926,27016.8139,27299.7301,77773.0
2023-08-29,26120.1178,28140.7455,25923.4787,27717.6718,129687.0
2023-08-28,26100.6719,26251.1196,25865.3756,26120.0367,46378.0
2023-08-27,26018.1157,26181.0823,25967.0685,26100.1962,25421.0
2023-08-26,26059.6251,26120.3669,25984.3936,26018.3889,21604.0
2023-08-25,26178.9407,26310.3303,25780.3335,26059.602,55205.0
2023-08-24,26432.5841,26576.6355,25874.6045,26179.4738,55063.0
2023-08-23,26056.0976,26818.3248,25813.7373,26433.1283,75928.0
2023-08-22,26126.4878,26139.2349,25316.8694,26054.8026,64085.0
2023-08-21,26189.2446,26251.3105,25811.6131,26125.767,56068.0
2023-08-20,26100.6289,26298.9258,25974.4173,26189.1436,34885.0
2023-08-19,26053.5041,26278.4061,25802.6187,26099.8208,44281.0
2023-08-18,26623.4583,26830.5746,25620.5529,26053.7155,111046.0
2023-08-17,28731.2362,28783.7373,25044.5676,26624.3412,157147.0
